NAME;PSRJ;P0;P1;BINARY;PB;DIST;ASSOC;AGE;BSURF;EDOT
2037;B1919+21;J1921+2153;1.337302;1.35E-15;*;*;0.3;*;1.57E+07;1.36E+12;2.23E+31
1759;B0903-42;J0904-4246;0.965173;1.88E-15;*;*;0.675;*;8.15E+06;1.36E+12;8.24E+31
1347;B1352-51;J1355-5153;0.644305;2.81E-15;*;*;4.984;*;3.63E+06;1.36E+12;4.15E+32
684;J1316-6232;J1316-6232;0.342825;5.30E-15;*;*;25;*;1.03E+06;1.36E+12;5.19E+33
268;J1620-4927;J1620-4927;0.171935;1.05E-14;*;*;*;GRS:2FGL_J1620.8-4928[naa+12];2.60E+05;1.36E+12;8.15E+34
2040;B1056-78;J1057-7914;1.347404;1.33E-15;*;*;1.439;*;1.61E+07;1.35E+12;2.15E+31
1874;B0844-35;J0846-3533;1.116098;1.60E-15;*;*;0.535;*;1.10E+07;1.35E+12;4.56E+31
820;B1718-36;J1722-3632;0.399183;4.46E-15;*;*;3.992;*;1.42E+06;1.35E+12;2.77E+33
570;J1835-1020;J1835-1020;0.30245;5.92E-15;*;*;2.874;*;8.10E+05;1.35E+12;8.45E+33
320;J1948+2551;J1948+2551;0.196627;9.02E-15;*;*;8.698;*;3.45E+05;1.35E+12;4.69E+34
1240;J1706-3839;J1706-3839;0.586287;3.00E-15;*;*;17.644;*;3.10E+06;1.34E+12;5.88E+32
895;J1535-4114;J1535-4114;0.432866;4.07E-15;*;*;2.77;*;1.68E+06;1.34E+12;1.98E+33
789;B1240-64;J1243-6423;0.388485;4.49E-15;*;*;2;*;1.37E+06;1.34E+12;3.03E+33
620;J0737-2202;J0737-2202;0.320366;5.47E-15;*;*;3.06;*;9.28E+05;1.34E+12;6.57E+33
524;J1515-5720;J1515-5720;0.286648;6.09E-15;*;*;6.069;*;7.45E+05;1.34E+12;1.02E+34
2287;J1754-2422;J1754-2422;2.090248;8.30E-16;*;*;11.097;*;3.99E+07;1.33E+12;3.59E+30
510;J1818-1448;J1818-1448;0.281371;6.15E-15;*;*;4.997;*;7.25E+05;1.33E+12;1.09E+34
1471;J1809-0119;J1809-0119;0.744976;2.29E-15;*;*;11.085;*;5.15E+06;1.32E+12;2.19E+32
1429;J1745-3812;J1745-3812;0.698353;2.43E-15;*;*;4.797;*;4.56E+06;1.32E+12;2.81E+32
584;B1826-17;J1829-1751;0.307133;5.55E-15;*;*;5.937;*;8.77E+05;1.32E+12;7.57E+33
2350;J1312-6400;J1312-6400;2.437432;6.83E-16;*;*;1.526;*;5.65E+07;1.31E+12;1.86E+30
1713;J2011+3331;J2011+3331;0.931733;1.79E-15;*;*;8.603;*;8.27E+06;1.31E+12;8.72E+31
1662;J1536-5433;J1536-5433;0.881438;1.91E-15;*;*;3.306;*;7.31E+06;1.31E+12;1.10E+32
1158;B0808-47;J0809-4753;0.547202;3.08E-15;*;*;6.488;*;2.82E+06;1.31E+12;7.41E+32
1389;J1843-0137;J1843-0137;0.669872;2.47E-15;*;*;7.662;*;4.30E+06;1.30E+12;3.24E+32
2301;J0818-3232;J0818-3232;2.161259;7.53E-16;*;*;0.484;*;4.55E+07;1.29E+12;2.95E+30
1998;J1539-4828;J1539-4828;1.272842;1.27E-15;*;*;3.465;*;1.59E+07;1.29E+12;2.43E+31
1877;J1238+2152;J1238+2152;1.118591;1.45E-15;*;*;2.555;*;1.23E+07;1.29E+12;4.08E+31
1823;J1853-0649;J1853-0649;1.048132;1.55E-15;*;*;1.285;*;1.07E+07;1.29E+12;5.31E+31
1755;B0855-61;J0856-6137;0.962511;1.68E-15;*;*;0.37;*;9.08E+06;1.29E+12;7.44E+31
1113;B2021+51;J2022+5154;0.529197;3.06E-15;*;*;1.8;*;2.74E+06;1.29E+12;8.16E+32
944;J1839-0643;J1839-0643;0.449548;3.64E-15;*;*;4.817;*;1.96E+06;1.29E+12;1.58E+33
337;J1723-3659;J1723-3659;0.202725;8.03E-15;*;*;3.497;*;4.00E+05;1.29E+12;3.80E+34
1010;J0449-7031;J0449-7031;0.479164;3.37E-15;*;*;49.7;EXGAL:LMC;2.25E+06;1.29E+12;1.21E+33
2259;J1901-1740;J1901-1740;1.956858;8.23E-16;*;*;0.894;*;3.77E+07;1.28E+12;4.34E+30
1918;J2346-0609;J2346-0609;1.181463;1.36E-15;*;*;3.704;*;1.37E+07;1.28E+12;3.26E+31
1762;B1940-12;J1943-1237;0.972429;1.66E-15;*;*;1.204;*;9.31E+06;1.28E+12;7.11E+31
1583;B1904+12;J1907+1247;0.827097;1.95E-15;*;*;10.526;*;6.73E+06;1.28E+12;1.36E+32
1123;B1325-43;J1328-4357;0.532699;3.01E-15;*;*;1.424;*;2.80E+06;1.28E+12;7.87E+32
860;J1658-4958;J1658-4958;0.416874;3.86E-15;*;*;6.107;*;1.71E+06;1.28E+12;2.10E+33
649;J0945-4833;J0945-4833;0.331586;4.83E-15;*;*;0.352;*;1.09E+06;1.28E+12;5.23E+33
169;B0906-49;J0908-4913;0.106769;1.51E-14;*;*;1;*;1.12E+05;1.28E+12;4.90E+35
89;J1410-6132;J1410-6132;0.050052;3.20E-14;*;*;13.51;*;2.48E+04;1.28E+12;1.01E+37
2020;J1403-7646;J1403-7646;1.306198;1.20E-15;*;*;5.307;*;1.72E+07;1.27E+12;2.13E+31
1883;J0459-0210;J0459-0210;1.133076;1.40E-15;*;*;0.16;*;1.28E+07;1.27E+12;3.79E+31
1682;B2000+40;J2002+4050;0.905067;1.74E-15;*;*;6.391;*;8.25E+06;1.27E+12;9.26E+31
1591;J1822-1617;J1822-1617;0.831156;1.89E-15;*;*;14.868;*;6.99E+06;1.27E+12;1.30E+32
1542;B1611-55;J1615-5537;0.791526;2.00E-15;*;*;3.192;*;6.27E+06;1.27E+12;1.59E+32
1053;B1015-56;J1017-5621;0.503463;3.14E-15;*;*;3.513;*;2.54E+06;1.27E+12;9.71E+32
990;B0053+47;J0056+4756;0.472037;3.33E-15;*;*;1.123;*;2.25E+06;1.27E+12;1.25E+33
822;B1154-62;J1157-6224;0.400526;3.93E-15;*;*;4;*;1.61E+06;1.27E+12;2.42E+33
605;B1929+15;J1931+1536;0.314355;5.01E-15;*;*;4.011;*;9.93E+05;1.27E+12;6.37E+33
1326;J0045-7042;J0045-7042;0.632336;2.49E-15;*;*;59.7;EXGAL:SMC;4.02E+06;1.27E+12;3.89E+32
636;J0113-7220;J0113-7220;0.325883;4.86E-15;*;*;59.7;EXGAL:SMC;1.06E+06;1.27E+12;5.54E+33
2182;J1855+0422;J1855+0422;1.678106;9.29E-16;*;*;9.989;*;2.86E+07;1.26E+12;7.76E+30
2099;B0751+32;J0754+3231;1.442349;1.08E-15;*;*;1.464;*;2.12E+07;1.26E+12;1.42E+31
1979;J1916-2939;J1916-2939;1.248617;1.24E-15;*;*;1.6;*;1.59E+07;1.26E+12;2.52E+31
1854;J2139+2242;J2139+2242;1.083514;1.42E-15;*;*;4.933;*;1.21E+07;1.26E+12;4.41E+31
1446;J1929+2121;J1929+2121;0.723599;2.14E-15;*;*;2.653;*;5.36E+06;1.26E+12;2.23E+32
1032;J1407-6048;J1407-6048;0.492344;3.16E-15;*;*;7.86;*;2.47E+06;1.26E+12;1.04E+33
1006;B1323-58;J1326-5859;0.477994;3.24E-15;*;*;3;*;2.34E+06;1.26E+12;1.17E+33
904;B1821-11;J1824-1118;0.435759;3.55E-15;*;*;6.018;*;1.94E+06;1.26E+12;1.70E+33
676;J1538-5732;J1538-5732;0.341213;4.55E-15;*;*;3.428;*;1.19E+06;1.26E+12;4.52E+33
2079;J1343+6634;J1343+6634;1.394104;1.09E-15;*;*;25;*;2.03E+07;1.25E+12;1.59E+31
671;J1845-0635;J1845-0635;0.340528;4.49E-15;*;*;9.407;*;1.20E+06;1.25E+12;4.49E+33
615;J1829-0734;J1829-0734;0.318401;4.79E-15;*;*;6.094;*;1.05E+06;1.25E+12;5.86E+33
578;J1913+1145;J1913+1145;0.306069;5.02E-15;*;*;13.771;*;9.67E+05;1.25E+12;6.91E+33
2101;B2315+21;J2317+2149;1.444653;1.05E-15;*;*;1.961;*;2.19E+07;1.24E+12;1.37E+31
1259;J1923+4243;J1923+4243;0.595193;2.53E-15;*;*;4.684;*;3.72E+06;1.24E+12;4.74E+32
1128;B1119-54;J1121-5444;0.535787;2.78E-15;*;*;2.324;*;3.05E+06;1.24E+12;7.15E+32
871;B1054-62;J1056-6258;0.422451;3.58E-15;*;*;2.4;*;1.87E+06;1.24E+12;1.87E+33
2245;B1834-06;J1837-0653;1.905809;7.72E-16;*;*;4.137;*;3.91E+07;1.23E+12;4.40E+30
2156;J2155+2813;J2155+2813;1.60902;9.16E-16;*;*;25;*;2.78E+07;1.23E+12;8.68E+30
1706;J1811-0154;J1811-0154;0.924945;1.61E-15;*;*;11.112;*;9.11E+06;1.23E+12;8.02E+31
1511;B1014-53;J1016-5345;0.769586;1.93E-15;*;*;0.117;*;6.33E+06;1.23E+12;1.67E+32
1345;B1859+07;J1901+0716;0.643999;2.29E-15;*;*;3.4;*;4.46E+06;1.23E+12;3.38E+32
1138;B2217+47;J2219+4754;0.538469;2.77E-15;*;*;2.387;*;3.09E+06;1.23E+12;6.99E+32
1102;J1159-7910;J1159-7910;0.525074;2.82E-15;*;*;1.607;*;2.95E+06;1.23E+12;7.68E+32
188;J1138-6207;J1138-6207;0.117564;1.25E-14;*;*;7.197;*;1.49E+05;1.23E+12;3.03E+35
141;J1028-5819;J1028-5819;0.091403;1.61E-14;*;*;1.423;GRS:2FGL_J1028.5-5819[naa+12];9.00E+04;1.23E+12;8.32E+35
386;J2030+4415;J2030+4415;0.22707;6.48E-15;*;*;0.72;GRS:2FGL_J2030.7+4417[naa+12];5.55E+05;1.23E+12;2.19E+34
2270;J1355-5747;J1355-5747;2.038674;7.15E-16;*;*;6.443;*;4.52E+07;1.22E+12;3.33E+30
2266;B1942+17;J1944+1755;1.996899;7.30E-16;*;*;4.877;*;4.33E+07;1.22E+12;3.62E+30
1703;J1612-2408;J1612-2408;0.923834;1.57E-15;*;*;2.747;*;9.30E+06;1.22E+12;7.88E+31
1438;B0329+54;J0332+5434;0.71452;2.05E-15;*;*;1.695;*;5.53E+06;1.22E+12;2.22E+32
1421;J0006+1834;J0006+1834;0.693748;2.10E-15;*;*;0.86;*;5.24E+06;1.22E+12;2.48E+32
1150;J1808-1517;J1808-1517;0.544549;2.67E-15;*;*;4.306;*;3.23E+06;1.22E+12;6.52E+32
893;B1900-06;J1903-0632;0.431889;3.38E-15;*;*;12.449;*;2.02E+06;1.22E+12;1.66E+33
743;J1424-5822;J1424-5822;0.366736;3.94E-15;*;*;6.695;*;1.48E+06;1.22E+12;3.15E+33
2176;J1001-5559;J1001-5559;1.661177;8.60E-16;*;*;0.432;*;3.06E+07;1.21E+12;7.41E+30
1751;B1943-29;J1946-2913;0.959448;1.49E-15;*;*;3.125;*;1.02E+07;1.21E+12;6.65E+31
1697;J1622-4332;J1622-4332;0.916938;1.56E-15;*;*;9.762;*;9.28E+06;1.21E+12;8.01E+31
624;J1755-2025;J1755-2025;0.322231;4.42E-15;*;*;15.975;*;1.15E+06;1.21E+12;5.22E+33
484;J1123-6259;J1123-6259;0.271437;5.25E-15;*;*;2.187;*;8.19E+05;1.21E+12;1.04E+34
2185;J1744-2335;J1744-2335;1.683507;8.33E-16;*;*;2.723;*;3.20E+07;1.20E+12;6.89E+30
695;J1054-5943;J1054-5943;0.346909;4.07E-15;*;*;2.585;*;1.35E+06;1.20E+12;3.85E+33
314;B1915+13;J1917+1353;0.194631;7.20E-15;*;*;5.882;*;4.28E+05;1.20E+12;3.85E+34
366;J1816-0755;J1816-0755;0.217643;6.48E-15;*;*;3.131;GRS:[sbc+19];5.32E+05;1.20E+12;2.48E+34
2192;J1709-4342;J1709-4342;1.735898;8.00E-16;*;*;6.45;*;3.44E+07;1.19E+12;6.04E+30
2188;J0838-3947;J0838-3947;1.703946;8.13E-16;*;*;5.095;*;3.32E+07;1.19E+12;6.49E+30
2012;J1727-2739;J1727-2739;1.2931;1.07E-15;*;*;4.001;*;1.91E+07;1.19E+12;1.95E+31
1560;B1700-18;J1703-1846;0.804341;1.73E-15;*;*;2.857;*;7.36E+06;1.19E+12;1.31E+32
1372;J1733-2533;J1733-2533;0.659794;2.10E-15;*;*;12.04;*;4.98E+06;1.19E+12;2.89E+32
1036;J1603-5657;J1603-5657;0.496077;2.79E-15;*;*;6.73;*;2.81E+06;1.19E+12;9.04E+32
811;J0821-4221;J0821-4221;0.396728;3.48E-15;*;*;5.802;*;1.81E+06;1.19E+12;2.20E+33
648;B1829-10;J1832-1021;0.330354;4.20E-15;*;*;4.691;*;1.25E+06;1.19E+12;4.60E+33
799;J1819-1717;J1819-1717;0.393522;3.45E-15;*;*;4.793;*;1.80E+06;1.18E+12;2.24E+33
2086;J1550-5317;J1550-5317;1.421124;9.35E-16;*;*;6.932;*;2.41E+07;1.17E+12;1.29E+31
2091;B2036+53;J2038+5319;1.424568;9.44E-16;*;*;8.192;*;2.39E+07;1.17E+12;1.29E+31
2062;B1237+25;J1239+2453;1.382449;9.60E-16;*;*;0.84;*;2.28E+07;1.17E+12;1.43E+31
706;B1629-50;J1633-5015;0.352145;3.79E-15;*;*;6.005;*;1.47E+06;1.17E+12;3.42E+33
458;J1349-6130;J1349-6130;0.259365;5.12E-15;*;*;5.486;*;8.03E+05;1.17E+12;1.16E+34
124;J0359+5414;J0359+5414;0.079427;1.67E-14;*;*;*;GRS:3FGL_J0359.5+5413[aaa+15],XRS:[wcp+1;7.52E+04;1.17E+12;1.32E+36
2065;B1039-19;J1041-1942;1.386368;9.45E-16;*;*;2.533;*;2.32E+07;1.16E+12;1.40E+31
1059;J1322-6241;J1322-6241;0.506058;2.59E-15;*;*;12.236;*;3.10E+06;1.16E+12;7.88E+32
501;J1530-5327;J1530-5327;0.278958;4.68E-15;*;*;1.123;*;9.44E+05;1.16E+12;8.51E+33
183;J1739-3023;J1739-3023;0.114372;1.14E-14;*;*;3.074;*;1.59E+05;1.16E+12;3.01E+35
331;J1746-3239;J1746-3239;0.199541;6.56E-15;*;*;*;GRS:2FGL_J1746.5-3238[naa+12];4.82E+05;1.16E+12;3.26E+34
618;J2055+2539;J2055+2539;0.319561;4.08E-15;*;*;0.62;GRS:2FGL_J2055.8+2539[naa+12],XRS:XMMU_J;1.24E+06;1.16E+12;4.94E+33
1476;J1830-1313;J1830-1313;0.747188;1.71E-15;*;*;12.631;*;6.91E+06;1.15E+12;1.62E+32
332;J2030+3641;J2030+3641;0.200129;6.50E-15;*;*;6.947;GRS:2FGL_J2030.0+3640[naa+12];4.88E+05;1.15E+12;3.20E+34
2240;J2228+6447;J2228+6447;1.892982;6.70E-16;*;*;6.855;*;4.48E+07;1.14E+12;3.90E+30
1808;B2152-31;J2155-3118;1.030002;1.24E-15;*;*;1.298;*;1.32E+07;1.14E+12;4.48E+31
1484;J1731-3123;J1731-3123;0.753048;1.68E-15;*;*;7.241;*;7.11E+06;1.14E+12;1.55E+32
913;J1916+0844;J1916+0844;0.439995;2.90E-15;*;*;11.008;*;2.40E+06;1.14E+12;1.34E+33
550;J1416-6037;J1416-6037;0.29558;4.28E-15;*;*;5.083;*;1.09E+06;1.14E+12;6.54E+33
1481;J1814+1130;J1814+1130;0.751261;1.66E-15;*;*;4.151;*;7.17E+06;1.13E+12;1.55E+32
975;J1811+0702;J1811+0702;0.461713;2.69E-15;*;*;2.965;*;2.72E+06;1.13E+12;1.08E+33
561;B1702-19;J1705-1906;0.298987;4.14E-15;*;*;0.747;GRS:[hsg+14];1.14E+06;1.13E+12;6.11E+33
2083;J1851-0053;J1851-0053;1.409065;8.74E-16;*;*;0.959;*;2.56E+07;1.12E+12;1.23E+31
1521;J1002-5559;J1002-5559;0.777501;1.57E-15;*;*;3.27;*;7.84E+06;1.12E+12;1.32E+32
878;B1915+22;J1917+2224;0.425897;2.86E-15;*;*;4.965;*;2.36E+06;1.12E+12;1.46E+33
211;J1350-6225;J1350-6225;0.138158;8.88E-15;*;*;*;GRS:3FGL_J1350.4-6224[aaa+15];2.46E+05;1.12E+12;1.33E+35
2158;J1720+2150;J1720+2150;1.615664;7.40E-16;*;*;5.583;*;3.46E+07;1.11E+12;6.93E+30
889;J1537-5645;J1537-5645;0.430464;2.78E-15;*;*;8.465;*;2.45E+06;1.11E+12;1.38E+33
52;J1400-6325;J1400-6325;0.031182;3.89E-14;*;*;7;GRS:IGR_J14003-6326,SNR:G310.6-1.6;1.27E+04;1.11E+12;5.07E+37
2330;J2015+2524;J2015+2524;2.303299;5.10E-16;*;*;0.877;*;7.16E+07;1.10E+12;1.65E+30
2055;J1821+1715;J1821+1715;1.366682;8.71E-16;*;*;4.14;*;2.48E+07;1.10E+12;1.35E+31
2033;B1944+22;J1946+2244;1.33445;8.89E-16;*;*;5.951;*;2.38E+07;1.10E+12;1.48E+31
1667;J1903-0848;J1903-0848;0.887325;1.33E-15;*;*;2.611;*;1.06E+07;1.10E+12;7.52E+31
1621;J1913+3732;J1913+3732;0.851079;1.38E-15;*;*;7.584;*;9.78E+06;1.10E+12;8.83E+31
1445;B0839-53;J0840-5332;0.720614;1.64E-15;*;*;0.566;*;6.97E+06;1.10E+12;1.73E+32
1208;B1424-55;J1428-5530;0.570292;2.09E-15;*;*;1.897;*;4.33E+06;1.10E+12;4.44E+32
426;B1535-56;J1539-5626;0.243395;4.85E-15;*;*;3.536;*;7.95E+05;1.10E+12;1.33E+34
297;B1838-04;J1841-0425;0.186149;6.39E-15;*;*;4.399;*;4.61E+05;1.10E+12;3.91E+34
1683;J1853+0505;J1853+0505;0.905137;1.28E-15;*;*;9.127;*;1.12E+07;1.09E+12;6.82E+31
1557;B1737+13;J1740+1311;0.80305;1.45E-15;*;*;4.176;*;8.77E+06;1.09E+12;1.11E+32
1394;J1835-1548;J1835-1548;0.670486;1.74E-15;*;*;19.572;*;6.11E+06;1.09E+12;2.28E+32
1330;B1647-52;J1651-5222;0.635058;1.81E-15;*;*;6.284;*;5.56E+06;1.09E+12;2.79E+32
1316;J1648-4458;J1648-4458;0.629632;1.85E-15;*;*;5.518;*;5.38E+06;1.09E+12;2.93E+32
1183;B1107-56;J1110-5637;0.558254;2.06E-15;*;*;2.447;*;4.29E+06;1.09E+12;4.68E+32
1173;J1802+0128;J1802+0128;0.554262;2.11E-15;*;*;7.681;*;4.16E+06;1.09E+12;4.89E+32
131;J1531-5610;J1531-5610;0.084206;1.38E-14;*;*;2.841;*;9.67E+04;1.09E+12;9.12E+35
322;B1055-52;J1057-5226;0.197115;5.84E-15;*;*;0.093;XRS:[of93],GRS:2FGL_J1057.9-5226[naa+12];5.35E+05;1.09E+12;3.01E+34
1607;J1502-6128;J1502-6128;0.842104;1.35E-15;*;*;5.189;*;9.90E+06;1.08E+12;8.91E+31
476;B1929+20;J1932+2020;0.268217;4.22E-15;*;*;5;*;1.01E+06;1.08E+12;8.63E+33
352;J1921+0812;J1921+0812;0.210648;5.36E-15;*;*;2.896;*;6.22E+05;1.08E+12;2.27E+34
1827;J1746+2540;J1746+2540;1.058148;1.05E-15;*;*;25;*;1.60E+07;1.07E+12;3.49E+31
1233;B1703-40;J1707-4053;0.581018;1.92E-15;*;*;4;*;4.79E+06;1.07E+12;3.86E+32
1118;J1646-5123;J1646-5123;0.530075;2.10E-15;*;*;10.974;*;4.00E+06;1.07E+12;5.56E+32
886;J1706-4434;J1706-4434;0.429922;2.58E-15;*;*;19.449;*;2.64E+06;1.07E+12;1.28E+33
2162;J1916+1023;J1916+1023;1.618339;6.81E-16;*;*;7.747;*;3.77E+07;1.06E+12;6.34E+30
2093;B1925+22;J1927+2234;1.431066;7.71E-16;*;*;6.712;*;2.94E+07;1.06E+12;1.04E+31
1975;J1600-5916;J1600-5916;1.247666;8.87E-16;*;*;5.657;*;2.23E+07;1.06E+12;1.80E+31
1571;B2053+21;J2055+2209;0.815181;1.34E-15;*;*;2.998;*;9.64E+06;1.06E+12;9.77E+31
1406;B0756-15;J0758-1528;0.682265;1.62E-15;*;*;2.71;*;6.68E+06;1.06E+12;2.01E+32
1054;B1907-03;J1910-0309;0.504606;2.19E-15;*;*;14.441;*;3.65E+06;1.06E+12;6.74E+32
698;J1738-2647;J1738-2647;0.349591;3.15E-15;*;*;4.127;*;1.76E+06;1.06E+12;2.91E+33
1990;J1549+2113;J1549+2113;1.262471;8.54E-16;*;*;3.033;*;2.34E+07;1.05E+12;1.68E+31
1861;J0749-4247;J0749-4247;1.095452;9.77E-16;*;*;0.56;*;1.78E+07;1.05E+12;2.93E+31
1641;J1628-4804;J1628-4804;0.865971;1.24E-15;*;*;6.887;*;1.10E+07;1.05E+12;7.57E+31
1655;J1808-0813;J1808-0813;0.876044;1.24E-15;*;*;3.972;*;1.12E+07;1.05E+12;7.28E+31
1593;B0149-16;J0152-1637;0.832742;1.30E-15;*;*;0.92;*;1.02E+07;1.05E+12;8.88E+31
482;J0611+1436;J0611+1436;0.270329;4.00E-15;*;*;0.89;*;1.07E+06;1.05E+12;7.99E+33
362;B1221-63;J1224-6407;0.21648;4.95E-15;*;*;4;XRS:[pb15];6.92E+05;1.05E+12;1.93E+34
2207;J1542-5133;J1542-5133;1.783865;5.89E-16;*;*;4.061;*;4.80E+07;1.04E+12;4.09E+30
2068;J1819-1131;J1819-1131;1.388137;7.61E-16;*;*;16.385;*;2.89E+07;1.04E+12;1.12E+31
2008;J0540-7125;J0540-7125;1.286015;8.20E-16;*;*;0.547;*;2.48E+07;1.04E+12;1.52E+31
1813;J1156-5909;J1156-5909;1.037931;1.02E-15;*;*;2.331;*;1.61E+07;1.04E+12;3.60E+31
1137;J1141-3107;J1141-3107;0.538432;1.96E-15;*;*;0.783;*;4.35E+06;1.04E+12;4.96E+32
562;J1926+2016;J1926+2016;0.299072;3.50E-15;*;*;5.948;*;1.35E+06;1.04E+12;5.17E+33
119;J1828-1101;J1828-1101;0.072057;1.48E-14;*;*;4.767;*;7.72E+04;1.04E+12;1.56E+36
2343;J1625-4048;J1625-4048;2.355278;4.43E-16;*;*;5.612;*;8.42E+07;1.03E+12;1.34E+30
2026;J1536-3602;J1536-3602;1.319759;7.90E-16;*;*;14.059;*;2.65E+07;1.03E+12;1.36E+31
1936;J1635+2332;J1635+2332;1.208694;8.63E-16;*;*;25;*;2.22E+07;1.03E+12;1.93E+31
1290;J1837-0045;J1837-0045;0.617037;1.68E-15;*;*;3.145;*;5.80E+06;1.03E+12;2.83E+32
1282;J1649-5553;J1649-5553;0.613571;1.70E-15;*;*;11.604;*;5.73E+06;1.03E+12;2.90E+32
802;J1751-2516;J1751-2516;0.394836;2.64E-15;*;*;5.18;*;2.37E+06;1.03E+12;1.70E+33
616;J1901+0124;J1901+0124;0.318817;3.24E-15;*;*;6.597;*;1.56E+06;1.03E+12;3.95E+33
512;B1914+13;J1916+1312;0.281845;3.66E-15;*;*;4.5;*;1.22E+06;1.03E+12;6.45E+33
157;J1151-6108;J1151-6108;0.101633;1.03E-14;*;*;2.216;*;1.57E+05;1.03E+12;3.87E+35
1112;J1412-6111;J1412-6111;0.529156;1.91E-15;*;*;5.284;*;4.38E+06;1.02E+12;5.10E+32
1073;J1908+0833;J1908+0833;0.512111;1.99E-15;*;*;11.32;*;4.08E+06;1.02E+12;5.84E+32
1008;J1305-6256;J1305-6256;0.478231;2.11E-15;*;*;25;*;3.59E+06;1.02E+12;7.63E+32
939;J1709-3626;J1709-3626;0.447857;2.27E-15;*;*;16.081;*;3.13E+06;1.02E+12;9.97E+32
601;J1900+0438;J1900+0438;0.312314;3.23E-15;*;*;6.988;*;1.53E+06;1.02E+12;4.19E+33
2237;J0458-0505;J0458-0505;1.88348;5.30E-16;*;*;1.938;*;5.63E+07;1.01E+12;3.13E+30
2215;J1800-2114;J1800-2114;1.799272;5.50E-16;*;*;16.114;*;5.18E+07;1.01E+12;3.73E+30
1757;J1434-6029;J1434-6029;0.963348;1.03E-15;*;*;4.808;*;1.48E+07;1.01E+12;4.55E+31
1718;J1633-2009;J1633-2009;0.935557;1.07E-15;*;*;2.354;*;1.39E+07;1.01E+12;5.16E+31
1493;J0418-4154;J0418-4154;0.757119;1.32E-15;*;*;2.519;*;9.09E+06;1.01E+12;1.20E+32
956;J1719-2330;J1719-2330;0.453993;2.19E-15;*;*;4.274;*;3.29E+06;1.01E+12;9.22E+32
924;B2227+61;J2229+6205;0.443055;2.26E-15;*;*;3.014;*;3.11E+06;1.01E+12;1.02E+33
300;B1821-19;J1824-1945;0.189337;5.24E-15;*;*;3.7;*;5.73E+05;1.01E+12;3.05E+34
120;J1718-3825;J1718-3825;0.07467;1.32E-14;*;*;3.488;GRS:2FGL_J1718.3-3827[naa+12],GRS:HESS_J;8.95E+04;1.01E+12;1.25E+36
105;J1105-6107;J1105-6107;0.063202;1.58E-14;*;*;2.36;XRS:PWN[gk98];6.32E+04;1.01E+12;2.48E+36
1127;J1502-5653;J1502-5653;0.535504;1.83E-15;*;*;3.961;*;4.64E+06;1.00E+12;4.70E+32
1052;J1623-0841;J1623-0841;0.503015;1.96E-15;*;*;4.643;*;4.08E+06;1.00E+12;6.07E+32
1031;J1946-1312;J1946-1312;0.491865;1.99E-15;*;*;4.465;*;3.92E+06;1.00E+12;6.59E+32
1863;J1418-3921;J1418-3921;1.096806;8.89E-16;*;*;4.081;*;1.95E+07;9.99E+11;2.66E+31
1462;J0836-4233;J0836-4233;0.738436;1.32E-15;*;*;3.609;*;8.86E+06;9.99E+11;1.29E+32
308;B1557-50;J1600-5044;0.192605;5.06E-15;*;*;6.9;*;6.03E+05;9.99E+11;2.80E+34
1604;J1941+4320;J1941+4320;0.840906;1.15E-15;*;*;6.514;*;1.16E+07;9.94E+11;7.62E+31
953;B1159-58;J1202-5820;0.452803;2.13E-15;*;*;1.887;*;3.37E+06;9.94E+11;9.06E+32
1468;B1747-46;J1751-4657;0.742354;1.30E-15;*;*;0.739;*;9.06E+06;9.93E+11;1.25E+32
1648;B1709-15;J1711-1509;0.868804;1.10E-15;*;*;1.081;*;1.25E+07;9.90E+11;6.64E+31
588;J1957+2831;J1957+2831;0.307683;3.11E-15;*;*;6.891;SNR:G65.1+0.6(?)[tl06];1.57E+06;9.90E+11;4.21E+33
1131;J1803-1616;J1803-1616;0.536596;1.77E-15;*;*;19.035;*;4.80E+06;9.87E+11;4.53E+32
1001;B0626+24;J0629+2415;0.476623;2.00E-15;*;*;3.125;*;3.78E+06;9.87E+11;7.28E+32
219;J1020-6026;J1020-6026;0.140481;6.74E-15;*;*;3.26;*;3.30E+05;9.85E+11;9.59E+34
2154;J1919+0134;J1919+0134;1.603984;5.89E-16;*;*;14.371;*;4.31E+07;9.84E+11;5.63E+30
751;J1918+1541;J1918+1541;0.370883;2.54E-15;*;*;0.802;*;2.31E+06;9.83E+11;1.97E+33
287;B1607-52;J1611-5209;0.182495;5.17E-15;*;*;2.949;*;5.59E+05;9.83E+11;3.36E+34
1893;J1717-3847;J1717-3847;1.149499;8.20E-16;*;*;5.012;*;2.22E+07;9.82E+11;2.13E+31
753;B2022+50;J2023+5037;0.372619;2.51E-15;*;*;2.058;*;2.35E+06;9.79E+11;1.92E+33
2225;B1839-04;J1842-0359;1.839945;5.08E-16;*;*;3.711;*;5.74E+07;9.78E+11;3.22E+30
1452;J1656-3621;J1656-3621;0.730134;1.28E-15;*;*;10.733;*;9.07E+06;9.76E+11;1.29E+32
1458;J1850-0031;J1850-0031;0.734185;1.26E-15;*;*;6.502;*;9.21E+06;9.75E+11;1.26E+32
581;J1434-6006;J1434-6006;0.306368;3.02E-15;*;*;5.297;*;1.61E+06;9.73E+11;4.15E+33
